,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115
YAPC,-1.3295306,0.9030637,0.48197836,0.5496106,0.3119399,-2.5765965,0.7170217,-0.27992827,2.0649815,0.59046555,0.44300178,-2.563937,-0.41881335,0.6274495,0.50890493,0.21463402,-0.61921287,3.514195,1.391717,-2.4477205,0.13921082,-0.8652961,-1.4501424,-2.925608,0.011829303,0.15478432,0.2629921,-0.5914924,-2.9326274,-1.7811685,1.0871999,-0.10940473,-0.45634034,-2.8381822,3.407249,0.17255536,-1.9304122,0.77339506,-1.6916445,0.67541194,-0.49301195,4.48813,-1.5483192,2.5842502,-0.5473428,-1.0416325,0.24532972,-3.651832,-2.232729,2.388319,-0.014010198,-1.523518,-0.0071030036,0.79450846,-0.66977483,-0.92749053,-1.7577728,-2.0276306,1.437906,0.86060977,-1.4974083,0.20285568,-0.5987973,1.3517438,1.1978455,2.3800042,0.81337607,-0.003643187,1.9270996,-0.56849813,-0.56667715,-0.7227717,2.017909,1.4064063,-2.7033687,1.0740029,-0.6335769,-1.6076249,-0.66170496,-1.2511758,3.8210175,0.14917536,-1.9854898,-0.5807127,-2.8982909,-1.7272806,-0.9392092,2.439861,0.20508519,0.65134454,-1.7788376,2.0828495,-0.4020148,-0.9618477,0.7973527,1.2158146,-1.0608705,-2.3870955,0.010249294,1.8605793,-2.1415503,-0.46332234,0.39883283,0.3418287,1.0033185,-0.72714233,0.52756417,-3.3084877,1.0669941,1.2024554,1.248613,-0.016085714,-1.1478128,-2.0578322,-1.6817641,-1.186191
Karpas-620,0.47763368,0.33249608,0.0045282245,-0.7216372,-2.0250373,1.1787881,0.40391082,0.28529307,-0.19940016,-0.056614906,-0.5298385,1.5590544,-0.50362015,-0.22144619,0.54027766,1.6156071,-0.8506486,-0.84446347,0.19869065,-0.9748748,-1.9066768,-0.7706503,-1.1646798,-0.08049989,-1.679405,0.49154392,0.45022953,2.620269,1.6973783,-0.13429089,-1.7090342,0.77620304,-0.63342196,-0.3636758,1.7079511,-0.48637116,0.041164484,-0.95179456,-0.8503526,-0.3486304,-1.7931685,-0.35086507,0.37712044,2.0660262,-1.1325654,-0.2123403,-0.3328428,-0.7648781,1.0200851,1.0934279,-0.4373435,0.32470497,1.9624798,0.025922343,-2.6938362,0.9606838,2.2184412,1.0622152,-0.7660837,-2.4694843,1.7438846,0.6124716,-0.6650427,1.4998516,-0.21183656,-1.4477183,0.72231305,0.45430493,-0.9887817,-0.9762417,0.33375472,-0.48466733,1.6987834,-0.50679165,1.4774855,-0.37542787,-2.2239046,-1.7859813,1.4972194,0.12239662,-1.6119889,-0.19588521,0.80064374,0.18881348,-0.53504384,-0.025170762,0.27542666,-0.22680075,0.47773802,1.5214602,0.33675632,-0.25788742,-2.5291998,1.988266,-0.25830138,-1.4497695,2.2203627,-0.40562695,0.54009753,0.9286083,1.1595496,0.9871724,-1.106221,-0.21717599,-1.0711695,-0.050419852,-2.7038171,-0.37983665,-0.081431665,0.25243497,-0.17814341,0.32430395,0.3504415,1.2803011,-0.36695766,-0.18654568
SNU-503,-0.41675252,1.3459016,0.08083014,-1.8862548,-1.3559115,-2.043507,0.8777561,0.194275,0.83295375,-1.3466102,1.7541404,0.7076666,1.3915542,-3.1993544,-1.0871834,1.7797254,1.6191217,0.98106456,1.0561845,-1.1791753,-0.015179917,1.6243918,-1.5734547,-0.1867481,-1.2381238,0.443242,-1.611566,1.3233733,0.21369775,0.38218108,0.38639298,-0.7376701,-0.13957183,-1.2212206,1.3850526,-2.3546076,0.4762731,1.61675,-0.88190067,-2.5190072,0.17637777,1.6148888,-0.27130112,2.0025635,-0.9611526,-1.5313383,-0.81373787,2.6319935,0.029291749,1.7713292,-1.908579,-1.0133718,-1.9884653,0.15173373,-2.6963468,-0.65016216,-0.81043667,2.0281117,2.3048377,0.36147076,-1.3418946,-1.0119517,-1.6421665,0.3851136,-0.37480098,0.4523516,-0.6909074,-0.23241585,0.5975071,-0.7361691,0.41923532,1.0414917,-2.0921564,-0.813237,-2.2639146,-0.3277043,-0.23832175,-2.909987,1.4715345,0.26217687,-0.32880855,0.15939407,-0.06536857,-2.1067066,1.5089315,-1.178613,0.17389698,-0.03721359,-0.3001478,0.41537052,2.3145611,0.14762144,-1.7563175,0.20595622,1.5811871,-1.5742615,-0.9757678,1.9068575,-2.3313358,-1.0690417,-0.2991166,0.12310436,0.079443805,0.35557634,-0.10135916,2.2863078,1.0180346,1.0785484,0.67270994,0.84855926,1.025111,1.0449291,-0.8011284,1.6647649,0.8103206,-0.5256045
SUP-T11,0.45348468,0.27733374,3.6188745,-1.2596202,-2.1739235,-0.1459139,1.1566695,0.36313674,-0.49696898,1.5100485,-0.066503696,-0.11688106,0.92225236,0.25502044,1.1738739,1.0126271,0.4781584,-0.45991302,0.2597961,-1.38843,-2.0224159,-3.253142,0.4582287,-3.8678746,-1.2197014,0.06087275,-2.323106,0.8693377,-0.28078824,-0.98040223,-0.89290327,1.1801999,0.31695423,-2.2522898,-2.0079536,-2.0257142,-2.334697,-1.8396604,-2.1599996,-0.58563614,-1.8716718,-1.2086034,0.84782714,-0.23823486,0.529811,-0.60529244,0.4021422,-0.21046457,-0.3889228,-1.2557759,0.18803003,2.0661974,2.1370502,2.736789,1.3268659,-0.65050477,0.4207577,-1.7394176,0.7540425,-0.33164284,0.71041304,0.32098174,0.13844757,2.5768597,1.5494249,-0.14510013,0.98421776,-0.013271511,-0.0032896996,1.8058761,-1.2148781,-2.3600438,1.7000608,0.62327075,1.3605176,1.1431375,-2.9006104,-0.40243673,-1.3679965,-3.9990125,-0.33116603,1.3458502,1.5614785,-2.0541887,-2.4004939,0.2650185,-0.16953173,0.68703103,0.032835156,2.3518438,-1.222128,-1.3324382,0.6998236,0.1694364,-1.1003091,0.22965059,1.0269133,-0.4188169,1.5219995,1.4854596,-1.3869768,-0.03659278,-1.2306831,-0.907673,1.0593932,0.290077,-3.2259626,-0.07456124,-0.57547146,1.6650232,0.4794676,-3.5844586,-1.0621626,-0.6636591,1.2071552,-0.40665984
VMRC-LCD,-1.5630003,2.586518,-1.8932621,0.15012296,-1.8930334,-1.223631,-1.2315447,-0.51583946,-0.24942029,1.44988,-0.5668971,-0.10631362,-0.3258625,0.793899,-2.7444286,-0.90283763,1.0041279,0.7441653,-0.60095835,-0.93297637,0.10599393,0.0183587,0.3655683,-2.080015,-0.7581643,1.2985286,1.2693717,1.4501122,-2.3718321,-1.0186522,1.2939382,-2.0080593,-0.22933781,-0.45727846,-0.3025122,-2.9079916,-1.4318289,0.2972642,-0.6655255,-1.0462285,-0.11256634,-1.7465447,0.5190392,0.3983925,0.5939158,-0.43611497,0.07466225,-1.5528488,2.0025735,-0.54722404,0.8819583,1.7918702,0.91351384,0.56863403,3.8151097,0.1503227,-0.21567433,-0.59738535,2.8335774,-0.85991776,-1.8483223,2.3514159,0.7265365,0.7386833,1.2106113,-1.388713,1.1784887,-0.13475744,-1.6812932,-1.1454304,-0.3705788,-0.57477844,0.29915884,-1.2554702,-0.83754396,2.186932,0.015925698,0.23226333,-2.5533147,0.27696592,1.3248808,4.1055226,0.26826388,0.22567748,-1.7167597,0.06465604,2.2028022,-1.5653276,0.35885668,-0.8298942,-1.2290543,-2.1413784,-2.1713123,-1.2427877,-1.2309587,1.8665574,-0.1571331,-2.5474787,-1.0228223,0.9602506,-3.4551013,-0.5667928,1.503393,0.37719008,-1.3389506,0.7290696,0.39131194,1.1649956,-0.6766498,-1.0448714,1.3382397,-4.1149793,1.8575815,-0.27143744,-1.662201,-0.9651842
Hs 821.T,3.5994923,1.0644084,-2.11729,1.5122268,3.5928504,0.77354264,-0.04059197,0.118640974,-2.2270825,0.24414985,0.29839882,-3.8186269,0.33445328,-1.4826753,-0.1959097,0.15885359,1.3414297,-1.4906238,-1.4518651,1.1742241,0.34018394,0.35581705,1.500935,0.0077899564,1.2861931,-0.62514096,0.5576773,-1.5586406,0.94420636,-0.03600592,-0.9479817,-1.2037795,3.048123,0.0877887,0.43715963,1.0442405,0.553079,2.2565238,2.233856,0.70929193,-0.13142662,-0.6884841,-0.6506597,-1.208549,-0.48068398,1.0866271,4.137431,1.8359432,2.1020827,0.87743014,-0.22504565,2.1812873,-1.5464373,-3.0814385,-2.9410033,1.0506657,0.08447383,-1.3039777,-1.9700855,-0.23465465,-0.18676178,0.48017922,-0.46889836,-0.31567276,-1.0090233,-0.4457574,-2.1196947,1.9211348,0.94241846,1.3362912,-0.04475322,-1.0635611,-2.2233696,-0.05028468,1.0271885,-0.5218723,0.29213488,-0.45495734,-0.81419545,4.545148,0.78279775,-0.1717582,-1.464457,1.3054855,-1.4867263,-0.16838588,-0.66658014,-1.409137,0.55585045,-2.0945084,-0.058526456,2.9601748,0.64183784,-0.36728647,3.0415752,-0.23299831,1.0978596,0.4537986,0.49719185,-1.1456494,1.3159199,4.481481,-0.21577951,-0.6493006,-1.3559595,-1.726583,-0.07345414,-0.2980292,0.9766321,-1.085647,1.1809187,2.1331108,0.47107857,-0.26403576,-0.21873981,4.3355327
Reh,-0.21651033,-0.548942,0.834664,0.46506765,-0.5457628,2.7032063,2.8805714,-0.87790227,0.9760196,2.4840856,1.700994,1.0654335,0.041284457,-0.5612879,1.1915646,1.3707259,-0.5886606,0.42730963,-1.5610962,-0.5972641,-0.5649545,-1.705479,1.0653296,0.7117642,-0.5943734,-1.6473836,-2.0381906,1.5894533,2.3700175,2.1637716,-0.42935407,0.68725634,-0.43752325,-0.49668437,-1.3607298,-2.0520084,-0.758318,-2.3910763,-2.4407241,1.253603,-0.35424748,-3.3710701,1.7421204,-0.8297509,-0.64193666,-0.22043939,-0.30161613,0.3277005,0.97313,-0.8745467,1.1993442,1.6817144,-0.36396533,1.1598952,0.8713368,0.8122987,1.6695399,0.24610849,0.3254841,-0.9068028,2.087222,-0.56287813,0.24350555,0.1651887,0.480666,0.31557015,-0.7814547,-0.61933535,-0.22820243,-0.69936204,0.062635064,-0.10152908,1.9973288,0.0927874,0.49087632,-0.46108052,-2.825389,0.26019013,-1.7064143,0.034785908,-0.98587227,1.7638971,-1.2615957,-1.9087602,0.31885576,-0.3465544,2.5879183,-1.8014168,-1.3431916,0.64535093,-1.1748377,-1.6529737,0.81286156,2.8244703,0.07863471,-1.1131659,1.7859335,-3.4405622,1.7752764,0.95584476,0.3433999,2.2937973,-1.1626084,-1.8922441,-0.28721216,1.989117,-0.5637961,-0.2458542,-2.30212,-0.09621689,-0.9223271,0.49124265,0.92707753,0.4719178,0.46889317,-3.077207
KMRC-2,0.43405384,-0.101385675,-1.4269774,1.2667025,0.34491426,1.3810577,-2.287231,0.63795686,1.0030415,-0.023905106,-1.3778118,-0.2419988,-0.035723697,1.3557142,-1.0180286,1.0736333,0.43514037,-1.7888036,-1.586885,-0.17322649,1.4383873,1.44412,2.7449465,2.1304471,-1.1876297,-0.5949764,2.207335,0.33445,-1.5488185,1.1757133,-0.10651302,-0.12530519,1.1191186,1.2782618,-1.1331942,2.2634118,0.55603725,-0.9310179,2.1408577,1.4744856,0.50523764,-0.988407,0.4320054,-0.6332272,-0.26808673,1.6766112,1.8751613,-0.53489316,0.32396242,-2.1232042,0.5026265,1.4300455,0.062826514,0.35788083,-0.7198392,0.69586074,0.67314434,-1.171585,0.53788847,0.68316966,0.15811259,0.91984844,1.3963064,0.53772765,0.45253646,0.14018783,-1.295042,-0.5802368,-0.6690794,0.2667205,0.6879249,1.6884134,0.5931879,0.23534973,-0.5370443,-0.66604495,1.0093862,2.6849053,0.15253112,1.3307315,-0.1376187,-0.17321348,-0.12870029,0.7964651,0.7956568,0.6282726,0.09039706,-0.5037731,-0.015741155,-0.94764376,-0.24431297,1.5423186,1.1455845,0.2696502,0.44417432,-0.53795344,1.7209824,-0.58902895,0.7343593,-0.1994671,0.22951838,1.6083841,-1.5082117,-0.11782487,-1.305644,-1.1937948,-1.2107828,0.2752633,0.4011702,-1.7564833,1.4905803,-0.4492201,0.16920298,-1.5529133,-0.33081585,0.7462359
SW780,-2.4465895,-0.65669215,0.79571676,3.0077615,-1.3368131,0.67614746,-0.33680627,-0.3892199,-0.565022,-1.1911962,-1.5365472,2.634472,-0.27392095,-1.1271989,-1.4011415,-0.6933199,-0.64343065,-1.6513953,2.7842155,-0.64487875,2.7915676,1.560614,0.9993609,1.0434374,1.4549936,-0.8310982,1.336622,-2.4138732,-0.96983194,-0.11890055,-1.7870889,-0.75736284,-0.20611821,0.6122083,3.540575,-0.1809965,-1.0275463,-1.4225006,0.06552602,2.3237295,-1.3272579,-1.3654244,3.0982542,-1.6936644,-0.89158654,0.48706308,-1.8554839,-1.8606303,0.68326837,-0.6258382,0.324869,-2.1077628,0.13335761,2.4345322,5.177053,0.5481361,-0.42465153,1.6481011,-1.0463847,-0.57232416,0.45005745,0.6568378,-0.4021338,-3.142378,-3.5972495,-0.83448935,2.2080195,-0.8815512,1.2314664,-0.8111225,-1.5561304,-1.77285,-1.475867,1.0254132,-1.6895963,0.6814541,-1.4468002,0.5744683,-0.17559211,-1.858267,-0.49063703,-0.6360837,-1.31367,0.8355642,-0.50596464,-4.572637,0.34939665,-0.6212027,-1.1087505,1.4239054,1.6220901,-0.4234556,0.5649211,0.48706743,-1.9270345,0.9822697,-1.7346777,-4.2526617,2.5765252,2.5369878,-3.0393758,-2.44557,-1.7336813,1.3210882,-0.8871664,-2.5479536,-0.9340764,0.24114953,1.2594185,-1.5290456,-2.5066707,2.0761662,-0.8645326,-1.4740286,0.09462789,-3.2709455
HT-1080,2.6727924,1.963452,-1.0533986,-1.1212026,2.1526985,0.8803746,-1.3732282,-0.038990073,1.3093382,-0.4612386,0.24749815,-0.7059941,-1.6080062,1.7821054,0.15044117,1.9084384,-0.43839014,-2.2482102,-0.2531725,-0.46958572,0.22117367,2.4084516,0.30202827,1.0498464,-2.0630622,0.23546375,0.9918645,0.042180702,-1.0313745,0.6326506,-0.29694837,0.8419633,0.86740434,0.1246824,-1.104584,2.625216,1.5523541,-0.8457721,1.186848,2.126184,0.58668226,-1.211712,0.33353496,1.0739987,-0.97024214,1.0115371,0.1905345,-0.102154404,0.9739432,-1.4112409,1.8314087,1.0043473,1.4232901,-0.41321665,-1.4904084,0.7368661,-0.037490096,1.3259984,-0.04297395,-0.9467686,0.6155575,-0.46456033,0.14336607,0.22066772,0.65964097,0.38888153,-2.7637835,-0.03765756,-1.3949302,0.59522283,0.020494485,1.5689124,0.16565497,-1.7518289,1.0133029,0.23834373,-1.5989871,0.91813666,-0.07419367,1.5448651,-2.350655,-0.7062063,-0.50548714,1.5073674,0.03192374,0.8420596,-1.8437386,-0.3048202,-0.32009423,-2.077567,0.30930763,0.9180254,0.9798524,0.3940674,1.0113109,1.4932779,0.465696,2.191912,0.82307917,0.04985796,1.8238773,2.0140421,-0.44783193,-0.88183147,-0.9319559,-2.5270934,-0.043402683,-1.3455623,0.09316486,0.22199337,1.0424021,0.6922314,-1.2607415,0.47755045,-0.9332816,1.9248998
Hs 688(A).T,3.111389,3.3780494,-1.6670489,1.2516001,2.2678757,-1.7141254,-1.2212815,-0.82903564,-3.0828054,0.6085717,1.35458,-4.90314,0.86811733,0.5514282,-0.09621996,-1.5242125,1.1534271,-1.0582961,-1.0912759,-0.47633278,0.4988655,-1.2373374,0.5128217,-2.0998213,2.1996133,-2.7112055,0.10107176,-1.9703498,2.8861752,-0.259858,-1.1005796,-2.1571302,1.6383,0.45384997,0.7688124,0.87093484,-0.8922551,3.1034749,1.5094179,0.010332006,1.2510667,-0.42089245,-3.3606215,-3.614469,0.7246812,0.5985756,1.8343041,0.3907549,0.5524003,1.0777018,0.17122932,2.299485,1.1964206,-2.2910023,-1.1118557,0.57215387,-0.78515404,-1.3556316,-2.0051823,1.7320379,-1.9682913,1.5975374,-0.3912633,-1.3118893,-1.3650467,-0.5712823,-2.6932607,2.1814957,1.0782222,1.8362339,-0.63016725,-2.9447017,-3.4691494,0.6029183,1.0796257,1.4310831,0.41574678,-1.9157168,-1.656455,3.622634,3.568643,0.65726453,-1.31358,2.5937102,-4.2752357,-1.5109138,-1.3336033,-0.5779294,-0.1442748,-1.4122548,-1.1529577,2.2930303,2.647901,-1.9274752,2.8758993,0.84203607,-1.7115157,-0.34915462,0.33777335,-1.2568743,-1.2322434,2.99935,0.32385415,0.68722945,-1.9438355,-0.8879673,-0.58472276,-0.49606422,0.72413903,-0.6404274,1.1517086,0.20715931,0.976145,-0.99732304,-0.82294077,3.2176669
TCCSUP,-0.27427202,0.14527601,0.075973526,3.9365423,0.76379895,-0.37647733,0.52839977,-1.2050438,-1.3773266,-0.4598856,-1.4248068,-1.185282,0.40214217,0.8939782,0.9814493,0.269894,0.5275603,0.86668676,0.538656,0.5376171,1.3650751,-0.2565134,0.4237989,1.1100931,2.2728946,0.55866784,1.4293704,-2.1837516,0.9101986,1.5053681,-0.09695136,1.1649343,1.2316304,0.22665332,-0.16914451,0.9272159,-0.6761503,0.6510323,2.05446,1.8608533,0.5039678,-1.0684899,2.4439764,-0.95734286,0.89179486,-0.38491228,-0.48589593,-0.7094971,-1.3863767,-1.8660672,0.03296064,-0.13947782,-1.9900074,-0.5789854,2.8015254,-0.05678214,0.13948467,-0.8742279,-1.1391575,-2.5383723,0.009282209,1.783905,1.4867924,-1.683069,-2.4601548,-1.6177053,0.89865875,0.7358924,0.39955974,0.25044686,-1.78223,-0.09696485,0.6581757,1.7703552,2.8933334,0.60690767,1.2584561,1.5004448,-1.2922375,0.47352725,1.6835684,0.08663472,-0.7763935,0.6235727,-0.6706732,-1.1430484,-0.2229168,0.92095846,-0.98702556,-0.2387008,-0.15003598,2.13551,3.149236,-0.7518932,-0.74477196,-0.98713195,0.37996277,1.2733976,1.5214323,0.35730308,-0.5863714,0.30387342,-0.7393449,1.3476561,-0.46430084,-2.2075202,-0.5572707,0.11128361,-0.030534334,-0.04693907,-1.16268,-0.46007556,0.81724435,-0.19597365,-0.022306688,0.8417814
MFE-280,1.1973203,0.52779394,-1.6101749,-3.031394,-2.7496622,1.2445303,0.6553648,-0.6244235,-0.5305202,0.99957263,0.6290223,2.8677883,1.7178055,-1.2410564,0.44147345,-2.008213,-2.8021998,-1.0283011,1.2074794,0.24893433,1.5609435,1.1636145,0.1447633,0.15443514,-1.0156173,0.08144512,0.61570936,2.078785,0.451064,3.4809046,0.24582674,4.4062285,-2.488135,1.3880051,0.25858313,0.4490884,-0.46197128,1.0722564,-1.8399247,-1.2888029,0.29014924,-0.49882436,0.84685326,-2.652587,1.8795458,2.3429475,-2.2326021,-1.6015601,0.3497366,0.9340787,0.14781228,1.2537693,2.0623727,3.9152172,2.5347583,1.9513245,1.7801421,0.20803656,-1.0049936,2.542636,0.80801636,0.21513434,0.17839055,-0.8959265,0.5463323,-1.5241965,1.3856483,1.1089425,1.0977132,2.159138,0.41035134,-0.34050295,0.46849698,0.6955297,-3.4810624,-1.3625467,1.4318243,1.8739212,-0.970077,-1.1672772,-1.9979248,-0.050063256,0.6456861,0.6848324,2.3010778,-2.0916772,3.4642367,0.15051049,0.92155176,1.0751209,2.3238988,4.915548,-2.3575315,1.6077926,0.4876782,1.8474143,-1.8898441,-0.08059718,1.0723236,0.7777429,1.099001,-0.96671724,0.04583592,1.0771054,1.9547479,2.9706783,-1.3899163,1.1184056,-1.5771738,1.695911,0.40193713,1.8684515,0.49360573,-2.110696,3.1283548,-4.0587616
IM95,-1.5450164,0.009870865,1.2941765,-1.6458417,1.6860876,-1.2947385,0.014289398,-0.059205562,-0.77047634,-0.8343561,0.7356104,0.2696458,0.38720107,0.10764116,0.52034235,-1.0676249,0.28776488,1.5646372,0.9835268,1.8677971,-0.3612725,0.49060288,-0.9041232,-0.2269683,1.034358,-0.024930347,-1.0845188,1.5364764,0.7270661,-0.4660767,1.771036,-2.145827,-0.8038924,-4.111311,1.8253468,-0.74204993,1.9238117,0.31749272,0.0767233,-0.89514387,-0.16050646,2.4653826,-1.7278805,0.9734515,1.2093284,-2.313286,0.4535265,1.4025834,-0.00600095,2.355447,-1.1157969,-1.482407,-2.9733045,-2.4123197,-2.2543566,-1.8833982,1.2610346,-0.30270216,0.3869114,0.43468064,-0.37756225,-1.6409957,-1.4990835,2.083277,0.91847754,1.5463794,1.2521714,-0.028949056,0.25827295,0.9288729,0.3943584,0.4811332,-1.2606835,-0.017602101,-0.83465666,-1.4802982,1.4120687,-2.4910731,1.1257463,0.17240518,2.0792778,0.038806796,0.020126365,-0.61395305,1.491823,1.1712823,0.22883987,1.34986,0.8420853,0.17824197,0.340345,-0.4341194,-1.2609967,-0.4940611,-0.4147631,-0.9024415,0.6050471,0.27891254,-2.2673662,-1.1397758,-3.3018095,-0.26788506,1.5288994,1.0141758,-1.3117037,2.9557319,2.0818095,0.10788012,1.74885,1.5951326,0.62525165,-1.3258095,-0.9492898,2.3484156,0.68171,1.6823272
Hs 742.T,1.8804336,0.98721266,-0.93614435,2.7020164,2.5056977,-1.0633222,-0.7298872,-1.2208589,-1.4920137,-1.1785983,1.4473495,-1.9993805,2.4130223,0.086547926,-0.06397153,-1.1221484,0.53653514,-1.9527851,-1.7172508,-2.4733844,-0.4984647,0.72048056,2.3785179,-1.7658237,4.3094487,-1.3716118,-0.35227945,-3.98598,2.8299356,1.8525862,0.92053056,-1.4198105,3.0628464,1.7802341,-1.125074,-1.5494972,-0.41046977,0.04444226,0.9582725,0.81401885,0.3378489,-1.0990527,-1.175091,-2.040754,1.9937022,-0.22102436,1.4412377,1.0320559,2.1504374,-0.97521895,0.39724326,1.7154925,-2.7315645,-3.6140294,0.5804391,0.118717134,-1.7201375,-1.6307572,-1.8247981,0.9378544,-2.9883327,-0.03647401,1.1620711,-2.5686822,-1.3493264,-0.5374675,-1.9848596,1.6983385,0.00357835,1.7036831,0.37916848,-1.5113245,-0.42837018,-0.43819827,1.1747426,-0.47451925,1.1223545,0.075019464,0.02684674,2.4212105,2.3593695,0.49316382,-0.29217666,-0.19712359,-4.0751243,-0.52338755,-0.13052835,-0.21272412,-0.17891668,-2.3550363,-2.1370668,3.0692132,2.3576503,-1.2586429,2.906161,-0.68898726,-0.7338059,1.3155997,1.3788115,0.38055724,0.22505125,3.979083,-0.41594386,-0.6759558,0.6768125,-1.8148493,0.38953495,0.14391659,-0.34813875,0.19895267,-0.7317332,0.7440244,1.7444237,-0.8917341,-0.5620296,1.0472851
NB4,-2.2990735,0.44257677,1.8941252,0.97035766,-0.7278788,0.4412051,0.3737449,2.3265796,-1.4406507,0.8276175,0.5433495,-1.6100326,-1.7711843,-0.31831962,2.0663702,-0.55904186,3.1743734,0.8625821,-0.73195267,-3.6910822,-0.3215884,-4.0863442,1.3622115,-0.6452023,0.48657104,-1.6063154,-1.6629375,1.3051867,0.83924073,-2.61708,0.42759645,0.5962277,-2.2417405,-0.905224,-1.9258815,-0.73360145,-2.0226884,-2.1272206,-0.842872,-1.0433111,-1.6570982,-0.73364383,-2.2351468,-0.49025452,-0.43094015,-1.6211562,-2.7505069,-2.293041,-0.40147895,-0.8822447,-0.0892337,0.735674,4.2195706,1.875136,2.8952682,-0.33021128,0.59847975,0.40819716,0.11409563,2.0009046,0.060730726,2.8743396,1.7259067,0.91446275,1.5346152,-1.7448355,1.2500069,-1.551788,-0.31363723,-3.972386,1.25181,-3.0257132,1.0446692,0.83768094,0.8401352,-0.25018787,-1.597746,-0.1795907,-0.05729191,-0.49764144,0.1251147,-0.15911898,0.8143757,0.25262997,-2.8135269,0.12160376,0.30031288,-2.6268485,-0.9865924,1.6600512,0.050743833,-2.8505793,0.571315,0.23268491,-3.0983157,1.7305632,1.5275197,-5.6360226,1.136236,2.3013463,-2.540082,-0.10870688,-3.5503643,0.6851645,0.860626,-1.569949,2.0154083,0.87095284,-2.7642846,0.8256216,1.1498252,-3.0053015,0.0001373887,-0.12210439,-0.96337223,-0.9705333
SW900,-0.74789375,-1.450431,-0.32115144,2.5506663,-0.02031044,-0.13512082,-0.44973567,0.071362026,-1.301783,0.654385,-0.17547107,1.1662775,-0.07201805,0.377586,1.1112524,-2.2587264,-1.1819891,-0.6316763,0.84763414,-0.76398236,-0.8819159,-1.2396965,0.66592085,-0.44302133,0.89221513,0.7661296,0.034707326,-2.6112847,-0.023594812,0.6058289,-0.6584654,-1.416745,0.12536956,0.015534289,0.11075103,-0.19443105,-1.4719127,-1.0038645,0.7567082,1.9688569,-1.1511867,-0.27232128,2.4324677,-0.03808575,2.5187242,-0.8119244,0.294405,-1.2373067,1.9250636,-1.7741681,1.1445358,-1.0175259,-1.231015,-0.19847548,1.9491276,0.9191777,-2.1542158,-1.7139155,0.16862397,0.09864859,-1.3149369,-1.4536301,-1.5565547,-0.26106954,1.406672,0.66441065,0.8642737,-1.253379,-1.0307983,-0.5501169,0.5407866,0.14409754,1.3638747,-0.30888078,0.5078441,1.4805874,0.87764144,1.2821343,0.9090381,-3.0176647,0.74196863,-0.06869445,0.52230227,-1.6963071,-0.17882411,-0.1925319,-1.4553282,-0.1318066,-0.6235719,-1.7204338,-2.3723452,-0.34621805,2.2095385,-0.8595455,-0.86205745,1.4658198,-1.461963,1.2220024,2.2830322,-0.25749177,-0.4560073,-0.05605326,-1.8553263,-0.0778029,0.9051775,-0.7862087,0.10221812,0.25600463,0.47683465,-0.63237554,1.5400141,1.4112046,1.4112592,0.49417934,-2.3904595,-0.5729408
CL-40,-1.2321986,-0.21514612,0.23354681,-1.2222664,2.6591947,-1.3864654,-1.0432818,0.059388876,-0.142248,-1.1836267,1.1982567,0.867808,1.4710739,-0.79844403,-1.0844785,-0.49982825,0.8071764,0.67814714,0.30555812,2.196214,-0.83424515,-0.1985141,-0.20917533,-0.94146013,0.53196746,0.56431735,-0.4106424,0.21499118,1.2687578,-1.2035565,-0.12901223,-3.5814838,-0.07891964,-4.5372443,2.844294,-0.67115766,1.7026485,0.42708167,0.15817106,1.2249182,0.07820174,2.5302737,-0.6296673,1.2510014,-0.054346703,-2.1561143,0.6529743,1.5608064,0.5004294,4.2804914,-1.4753915,-2.6523592,-2.6389923,-3.1821873,-1.7440964,-1.9146435,0.1743541,-1.3130807,0.023252048,0.3150167,-1.4423034,-2.338651,-1.8336748,1.4144168,1.0374026,1.1548272,1.3303663,-0.561743,-0.8308434,2.3460572,1.7085586,2.2034965,-2.763653,-0.20764817,-1.6782559,-2.5048134,3.2327719,-2.7393064,2.0242846,-0.0292193,1.9519714,-0.16701026,0.3729023,-0.8096959,0.4273998,-0.006133344,-0.3766559,0.4850272,0.6981859,-0.6532407,0.76235914,1.0559409,-1.7571199,-0.52154386,0.6393693,-2.1566486,-1.1693195,0.8294477,-2.2575638,-0.21892537,-3.2441573,-0.58769953,2.077939,1.093446,-1.7744093,1.9480045,0.76431954,-0.15275046,2.4690132,2.0113814,1.3721415,0.6277287,-1.0695618,4.1793375,-0.8434613,1.0111085
