,E0,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E20,E21,E22,E23,E24,E25,E26,E27,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38,E39,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51,E52,E53,E54,E55,E56,E57,E58,E59,E60,E61,E62,E63,E64,E65,E66,E67,E68,E69,E70,E71,E72,E73,E74,E75,E76,E77,E78,E79,E80,E81,E82,E83,E84,E85,E86,E87,E88,E89,E90,E91,E92,E93,E94,E95,E96,E97,E98,E99,E100,E101,E102,E103,E104,E105,E106,E107,E108,E109,E110,E111,E112,E113,E114,E115,E116,E117,E118,E119,E120,E121,E122,E123,E124,E125,E126,E127
SNU-C4,-1.3821735,-0.63201606,2.6119742,-2.505112,-1.5192782,-3.321163,-5.7073584,-1.5492303,1.3863877,-2.718432,1.6613097,0.17333236,-2.6024737,2.117049,-0.48804805,0.49256915,3.241943,2.9481437,1.601399,-2.0028899,-0.97078055,-1.339926,-0.592663,1.8666433,-2.4308412,-0.5636836,2.0782645,0.6864235,-3.9344828,0.17546874,-3.086758,0.23804209,0.78371114,0.4797399,1.2226014,-1.4490688,-3.6118867,0.31841606,0.102265194,0.14802255,-0.8853464,-1.4456131,1.403628,-1.6259332,-2.378953,0.108657956,1.6934456,-0.9837432,0.15348367,1.0613236,-1.7376771,-0.042844146,0.3382574,-1.1549102,2.5667353,-0.19799465,3.7465377,-2.4271588,0.7116616,2.591991,-2.5747511,1.4039636,2.4534037,-1.406482,2.4919624,-1.2095423,0.79140776,-0.05684614,1.2489562,-1.9983124,0.3301916,-3.9567442,-2.5611136,1.8949919,3.4627423,1.3950703,-2.9833481,2.6999154,1.0708368,-3.3339899,2.8575544,1.9090791,-0.6108228,-1.1119696,-1.7300637,-1.7275932,0.50729305,-4.4819403,-0.4964914,-0.88130254,0.041953314,3.6518612,0.17969985,1.501401,0.45900366,0.15182115,0.85489136,-0.15963794,-0.5942645,3.128716,-2.0038986,0.2237802,-3.9486716,0.060516566,1.3412006,-2.0157938,-1.1930029,-1.1223214,1.1439899,0.49064648,1.1973001,-0.11068317,-0.41489172,-1.2759372,2.5276477,-2.072676,-1.3734356,2.2497714,5.1500173,-0.42753044,-1.1882595,1.1992829,-0.80167043,0.22743751,3.3426447,1.3135074,1.017594,-2.0280573
THP-1,-0.4837288,0.37190604,0.9038276,0.25460586,1.4676508,-0.23296204,-0.2433956,0.09324385,0.96338344,1.1164885,-0.91151315,0.18466814,-0.64669895,0.114490025,0.40848443,0.103971526,-0.5817511,0.8272054,-0.032793045,-1.1995435,0.5751656,0.2398904,1.5793681,-1.1105806,-0.07224178,-0.23609713,0.48346955,0.17088167,0.060860872,0.068599895,-0.2726019,0.50528455,-0.72944266,0.92349434,-1.3703295,-0.47192955,-0.21677259,-0.2346658,-0.5482297,0.59968406,-0.94052124,0.19016592,1.0305963,-0.5340398,-0.591479,0.45303598,0.07426199,-0.16882253,-0.41466874,0.59720373,-1.1432613,-0.07538743,-0.0062544234,0.8324499,1.7171483,-0.6188277,-0.4590264,-0.7566528,0.41217414,0.5286991,0.6322217,-0.17113818,0.53601295,-0.49701887,-0.71806574,0.5453797,-0.024476856,0.95017517,0.73736024,-1.1582358,-1.1160696,0.75028276,0.37675276,0.47443426,0.5389081,-0.69700605,-1.075548,0.20383786,0.8032969,-0.48717657,-0.2729687,-0.41881198,-1.0564346,-0.4348991,-0.4838516,0.060484644,0.08122109,-0.28600255,-0.62058306,0.10101724,0.1958645,0.6352146,0.21097189,-0.07734652,1.0043002,-0.55914176,0.15051335,-0.07469184,-0.45109516,0.63504064,-0.16014361,0.6659803,-0.41510653,0.19504957,1.7291226,-0.0017463341,0.7750829,0.6138425,-0.4103706,0.07846179,-0.35935962,-0.29119882,-0.8937251,-0.012908384,1.0690049,0.26964712,0.29052445,0.3193238,0.8706197,-0.18622984,-0.22519685,-0.18223785,0.6395706,-0.77092,0.6755364,-0.46126565,-1.5709465,-0.94997865
RPMI-8226,-1.206059,0.35721242,0.8836663,-0.7051667,-1.9696486,-0.2634275,2.7097943,-1.6175485,1.1681626,-3.3434696,0.14770544,0.5296788,-0.4148066,-1.8067431,0.4658758,0.36923933,-3.1865513,-0.09898076,1.5193555,-1.793982,0.9343751,0.39126864,0.07879032,1.0069202,2.391941,-1.2431921,2.6278079,-0.08510968,1.8185222,-0.6800278,-0.7385353,2.2245073,1.183409,-1.2070197,0.38430423,0.60710686,0.65762204,0.36866927,-0.77800095,3.0764484,0.19497317,1.0453675,-2.7973154,1.6471206,3.3529913,2.6412082,-1.9036871,1.4851961,-1.1126641,-3.8504074,-0.5468638,0.46044138,2.2017112,1.1172037,-1.6565366,0.17971934,2.1525252,1.1671255,-0.9310528,-0.9209204,-1.558922,-1.2329634,-1.8291869,0.90166235,-0.8443532,-0.589179,-0.6347842,-1.7666028,0.9523181,0.4075346,2.6403236,0.9522251,1.41341,2.206989,-1.7310574,2.9639797,0.46174768,-2.582751,2.5084796,3.7276134,1.4719776,1.5166142,-0.5715225,-1.4967027,1.6291051,-0.73962307,0.33317447,-0.2565961,0.32747602,2.076202,-2.136285,-0.59355134,-0.6001972,-0.93902755,1.3111051,-0.21518269,2.4807014,-0.18172601,1.3810445,0.7201042,-1.0811362,3.0266519,1.2495438,1.5270914,0.8697608,-0.23592919,0.018338159,-0.05535996,-0.2549482,-2.3618937,0.57087135,-0.10547775,-1.5414417,1.2023942,-1.2314531,-0.48960963,-0.8350814,-0.32658073,-0.2788679,-0.3240571,-0.81855386,-2.8292189,1.4313841,-1.7219568,0.5214219,-0.110003695,-0.80801183,0.05984956
NCC-StC-K140,-0.86143386,0.35971493,1.063082,0.95989656,0.42544192,-0.29665074,-0.55647856,-0.17790508,0.46459603,0.6217403,-0.630127,0.26206744,-0.9534853,-0.0875063,0.35273725,0.28989825,0.09599521,0.8598528,-0.9439944,-1.209775,0.60666555,0.65681154,0.95609075,-1.3408425,-0.12012184,0.022472203,0.14348812,0.12052003,0.09681604,-0.090421185,-0.1377972,0.5086328,-0.8711865,0.25008625,-1.0393741,-0.038660422,-0.13689856,-0.2583334,-0.49676794,0.45987046,-0.91378087,0.087235324,1.6919484,-0.3655053,-0.492139,0.2918146,0.083488844,-0.17250672,-0.30881605,0.5909061,-1.0087953,-0.30618244,1.6493723e-06,0.80218756,1.4394183,-0.6172828,-0.29705423,-0.6125056,0.6054276,0.3683252,-0.41068625,-0.44306952,0.5521357,-0.04054606,-1.3755558,0.76271486,-0.18294863,0.8676728,0.6087025,-1.07389,-1.0417974,0.78333795,1.0046754,0.38067302,1.2835611,-0.6078004,-0.3136254,0.14108709,0.79290897,-0.4280308,-0.13880898,-0.72479236,0.4224441,0.23278837,-0.53201205,0.1539031,0.10570502,-0.2730111,-0.5027164,-0.4339153,-0.027682096,0.69828445,-1.0090917,-0.1740945,1.1566767,-0.54812545,0.043757416,-0.11266781,-0.36400145,0.82665366,-0.0009941012,0.6655615,-0.7796894,-0.080354266,0.26893848,0.11247422,0.9246592,0.82444847,-0.47354776,0.02456376,1.6476433,-0.1494995,-0.82858586,-0.08362639,0.7340731,0.4537462,0.055324137,0.31612912,0.85396945,-0.112262934,0.020264558,-0.21695204,0.3476159,-0.6311033,0.62259334,-0.672819,-1.1784091,-1.0119956
CAL-33,0.1808179,1.0174315,0.64043784,0.94073844,-1.0608757,-0.48077068,1.3503776,-1.1938605,2.1944675,-2.2503893,0.8465687,2.1264272,-0.18885592,-1.1849604,0.30685586,0.32330394,-2.5578136,-0.74713874,0.19295931,-2.5066867,0.6573479,0.10578048,-1.8152807,-0.6396814,3.888398,-1.2256018,2.9792268,2.3325198,3.4223542,-0.5461612,-0.9662289,1.4181727,1.542614,-1.847268,-0.14688876,2.3244164,1.9266534,2.2081854,-1.867745,4.0321727,1.7816465,2.0266755,-3.0936527,1.6102536,4.201221,2.1630466,-2.5098655,0.37533063,-1.6960554,-5.5170283,-2.0275345,-0.19463404,2.254367,-0.067530036,-2.1191826,-0.17510155,1.4907681,1.0186199,-1.437012,0.08950907,0.7387227,-2.9217005,-2.3201435,2.237087,-3.8269737,-1.2171555,-0.6060393,-1.3869544,1.6663277,1.6152803,0.3549419,0.70473886,1.3011068,2.902256,-1.848131,2.6291647,2.004605,-5.154128,1.9596678,3.494129,0.18571818,-0.5986067,-1.1794497,-1.348183,1.3445415,-3.3825572,0.32385916,0.0018949509,-0.35349476,2.9356604,-2.8404365,0.7620889,-1.3934886,-1.374786,0.9979588,0.16809888,1.6967502,1.8369385,1.0166931,-1.6931868,-2.509965,3.5090828,-0.04951317,0.43881214,2.147457,-1.0842072,-0.53695405,3.139543,-0.4915563,-3.4402335,-0.4465243,2.7160494,-1.7949862,1.9988066,-1.5441042,1.101156,-1.3424793,-0.8661546,-0.34037787,-0.6533103,-0.76351243,-3.8547034,0.5219394,-2.2927766,-0.2512862,-1.9053085,-1.1033838,-1.0046523
OE33,-0.90873307,0.26987785,0.8186078,1.0778451,-0.2830913,0.25859177,0.2714039,0.03182607,0.6127849,0.6513117,-0.32667172,0.17339334,-1.2929647,0.016490972,0.42795706,0.15699852,-0.35912967,0.7932307,-0.31709442,-1.1903772,0.62760043,0.6890365,0.16309994,-2.0346112,-0.07147911,-0.13504368,0.30687445,0.1737918,-0.018720627,-0.00041248277,-0.19149882,0.5070215,-0.786943,0.5569288,0.03233868,0.4222698,-0.41857564,-0.19980192,-0.5311684,0.53179955,-0.90293616,0.14645599,0.60552335,-0.5359528,-0.61026853,0.15136257,0.07239875,-0.36096042,-0.33525997,0.59426975,-1.0348648,-0.35370618,-0.014511915,0.03174895,1.3766001,-0.61882,-0.18831971,-0.76479137,0.4374387,0.31319824,0.42530587,-0.16774212,0.548509,-0.26262593,1.6239576,0.88726926,-0.20245816,0.594561,0.76679313,-1.2610646,-0.8958639,0.75559413,1.2554461,0.40125975,0.27030665,-0.80487597,-0.47813314,0.59726393,0.79780424,-0.4861015,0.08760139,-0.6078371,-0.67637396,-0.52670085,-0.5205109,-0.04409459,0.09550223,-0.24970011,-0.65649235,0.53313434,0.13172406,0.6762797,-1.351239,-0.3217744,0.91556865,-0.5449289,0.115339115,-0.20607564,-0.45029384,0.86924684,-0.2854031,0.67211,-0.53951734,0.1262745,0.4025098,0.49307987,1.0984347,0.88170993,-0.419141,0.07791221,0.10481009,-0.27035847,-0.9745127,-0.049141705,0.57639647,0.36845443,0.42820257,0.3007175,0.8254478,-0.12886967,-0.038193524,-0.002038017,-0.044602767,-0.71553504,0.5919897,-0.7096997,-1.2158823,-0.5061859
SNU-410,-1.2130697,0.7311301,1.1428566,-0.4667194,0.14935902,0.43432856,0.794238,-0.5784191,0.7553868,-0.9183733,0.26354522,-0.031758238,-0.04251725,0.32562014,0.9410591,0.24770088,-0.11492717,1.3140703,0.20348105,-1.3910091,0.52227944,0.3106966,0.29598022,1.3129407,-0.24209858,-0.21786246,0.7903115,-0.3079396,0.32236186,-0.13608728,-0.054651264,0.9716383,0.1538896,0.5447866,0.28683352,-0.86989653,0.3454237,-0.46815053,-0.5799138,1.0962387,-0.74593234,0.16267724,-0.016518991,-0.18174669,-0.995883,1.3908701,-0.0070418455,-0.2158429,-0.2996488,0.3577181,-0.9331068,-0.75417286,0.069471516,0.66486996,-0.29035068,0.012041103,0.8493452,0.03090792,0.14901446,0.43151236,0.6843092,-0.12434372,0.4917807,-0.5581571,-0.0468944,0.33029073,-0.39781785,0.12356618,0.903012,-0.97643983,-0.18594177,0.23341939,1.4686041,0.9024476,-1.660753,-0.44359308,-0.6459699,-0.6853305,1.291041,0.047846097,0.87543964,-0.60924256,-1.021738,-0.6729381,0.33232665,0.7029403,0.17405854,-0.8281991,0.26585412,-0.046823457,-0.82899743,0.09815838,0.08857109,-0.12929648,1.4765604,1.9093605,0.28260705,-0.9317976,0.98004395,0.37128323,0.25522262,1.7819328,-0.1936824,0.22748502,0.07774755,0.83206916,0.39164576,0.031295404,0.03547255,-0.30009288,0.72501105,-0.116123945,-0.7246725,-0.23610993,0.31594223,-0.29833183,1.525045,0.999185,0.007775726,-0.33664382,0.08156016,-1.0075586,-0.26025903,-1.008078,1.5126582,1.0251478,-0.016866788,-0.5084218
NCI-H1395,3.0800302,0.15411147,-0.50164264,1.8578764,1.2417064,0.5906559,0.3387004,1.4984437,-1.532785,2.2816017,-2.2724447,0.9252176,3.9499054,-0.43457276,-0.4691006,0.5918097,0.66448545,-1.8689723,-1.7306137,-1.2801712,-0.33290634,0.2682943,-2.220597,-1.291283,1.584219,1.2987698,-3.4290776,1.519748,1.201822,0.52467287,0.03804396,-0.9979826,0.96535885,1.5636663,1.5462567,1.4049991,1.099671,2.3248506,-0.58762884,-1.983272,0.26883832,-0.95937574,0.079897955,0.08735378,-0.022025235,-0.22801477,-0.5481304,2.3343227,-0.14810419,0.21170275,-0.44139636,-1.0891922,0.13033935,-3.021098,-2.3931534,0.9817454,-1.8597622,-1.0896087,-1.0658127,-0.113054425,-0.3321678,-0.52090806,-0.33017278,2.3442104,-0.9367148,0.34420514,-0.28591725,0.59218735,-0.16229576,2.3808744,-2.9327655,0.6088806,-1.59573,1.1294699,-1.3571059,-0.93286556,2.1709013,-1.3539473,-0.5749929,1.1027298,0.16622907,-3.782513,-0.781068,2.012497,1.0440946,-2.357019,-0.1759975,1.7090589,-1.8156264,-0.3124252,0.024224062,-3.3114648,1.6223019,-0.82261,0.9649825,0.839573,-2.6102486,1.887258,1.7342421,-3.9979033,2.2868497,-0.17138083,-0.005264528,-1.1958688,2.4687502,-1.6033704,-1.6777225,-0.83059174,0.19542046,-0.8211039,-2.4175704,1.9441226,-0.9270974,1.0121678,-2.3508127,2.2400017,-0.75600374,-0.42581284,-1.7447239,0.2960149,-0.378784,1.624011,-3.1820378,-0.22648823,0.57944494,-0.91455966,0.3320792,-1.4403003
MDA-MB-175-VII,-0.551227,0.47568727,0.8920275,0.3347848,0.9556371,0.37516662,-0.36347407,-0.14708585,0.6226927,0.28095663,-0.5108216,0.25426364,-0.62201035,0.5811461,0.4103395,0.36081284,0.45103005,0.6698402,-0.41691405,-1.2297866,0.6109225,0.7208243,0.2091363,-0.972649,0.005196005,-0.39693597,0.31881258,0.20530666,0.2377134,0.03816032,-0.14591958,0.5020965,-0.8425852,0.2566464,0.35143447,-0.056073345,-0.31551906,-0.259304,-0.47023043,0.644121,-0.9243568,0.13785605,0.7491217,-0.36691076,-0.56268317,0.8549181,0.08512547,0.38130638,-0.37496117,0.582618,-1.0871024,-0.17317702,0.03961455,0.17077714,1.035256,-0.61700904,-0.18172555,-0.4945351,0.6327957,0.3803589,0.60352844,-0.33312872,0.5461325,-0.82658017,-0.5129863,0.6202984,-0.19396605,0.68544483,0.7654577,-1.3411138,-1.429784,0.4260946,0.4878467,0.49696413,1.7839158,-0.7845867,-0.69720006,0.8050816,0.78291535,-0.47761253,0.10710034,-0.54031706,0.00033691525,-0.7245487,-0.5462226,-0.22506857,0.083288334,-0.32516196,-0.8528316,-0.117797166,0.40299493,0.6516557,-1.8662832,-0.26833332,0.988858,-0.7027924,-0.0039643655,-0.121575296,-0.36568093,0.74241257,0.30029497,0.6735251,-1.0708563,-0.49774253,0.8165374,-0.43960282,0.8350068,0.42243832,-0.44922027,0.062589906,-0.12581168,0.087230206,-0.70271885,-0.08184156,0.8387456,0.2856713,0.1426381,0.32379648,0.8370528,-0.17821752,0.23042819,-0.2592876,0.25133148,-0.67818403,0.4721403,-0.8140179,-1.3657491,-0.6480033
U-87MG ATCC,-0.33457077,-0.50542754,0.48210233,-0.22325505,-0.29184762,-0.22991025,-0.73367614,0.22441006,-0.50690496,0.58157766,-0.7529152,-1.3759184,0.36566952,0.8203669,-0.86693734,0.32148415,2.0781825,0.7897514,-0.16752727,-1.4308393,-0.24138018,-0.40538496,1.1701941,0.73771334,-3.501624,0.32780477,-1.430208,-0.86952305,-2.8994524,0.31303948,0.70061207,0.07575552,-1.4030302,0.99081,-0.18837315,-0.3254069,-1.8365175,-0.91575426,1.0229113,-1.4489849,-0.3390812,-2.1573207,0.4470483,-1.3509057,-2.9329376,-0.50798965,1.2927049,0.34662917,0.8073422,2.0504405,-0.0705374,-0.70169586,-0.6023686,0.4120496,0.2181625,0.6775687,-0.55146563,-0.7817305,1.036369,1.0210389,-0.76565504,1.7807188,2.5201063,-1.5787668,2.5286865,1.0295633,0.23487762,0.7441127,-0.25340614,-1.3957044,-0.7322049,-0.39327198,-0.74176615,-0.4330864,1.024183,-0.8673139,-0.28063047,2.612913,0.18657263,-1.2012283,0.6254693,0.4027789,1.5886141,-0.5715092,-1.3425437,0.35367495,0.041975863,-0.18959358,-0.326119,-0.6976642,1.6124198,-0.061429836,0.6156531,-0.046309307,0.23806852,-0.2554474,-1.0636435,-0.77933097,-0.0740218,0.717927,1.7803359,-1.4080763,-0.2983897,-0.5909486,-0.7097663,0.6831295,0.75960624,-0.8098052,0.8294484,1.8842102,1.5169482,-0.8160557,-0.22445223,-1.6501949,0.9702645,-1.08292,0.34563872,1.3275433,1.3099301,-0.0329106,0.40807337,1.8601503,-0.7475183,-0.27048865,0.3335848,1.1570969,-0.24602947,-0.16499329
8305C,2.5507338,0.1503231,-0.39882645,2.1785243,0.77781445,0.5282321,0.57517475,0.97068805,-1.3706183,1.6572059,-2.343475,0.7956383,2.8189995,-0.5299901,-0.5474482,0.60360837,0.6960209,-1.0477065,-1.6333293,-1.3171555,-0.5292812,0.3174276,-1.122423,-1.4133992,1.3485228,1.2933927,-2.086479,1.2830412,1.6824962,0.4008387,0.11218416,-0.016278874,1.4277513,1.3827899,0.78711027,1.2203703,0.7250732,2.4636853,-0.7055097,-0.70038825,1.4641745,-1.2760564,0.36506557,0.2045508,0.37358987,-0.24438216,-0.83334005,1.1594279,-0.09339869,-0.7888967,-0.52596915,-0.97156453,0.68846285,-2.028355,-2.2453845,1.018551,-1.3373617,-0.69220936,-0.85595006,-0.21637724,-0.8462176,-0.70967305,-0.27923334,2.1647701,-1.4441346,0.54965115,-0.38068232,0.58749074,0.5705589,0.67992216,-2.2194793,0.5201452,-1.2117646,0.59786916,-0.63006747,-0.50312066,2.0765085,-0.5910841,0.28781623,0.69054425,-0.44431832,-2.9680388,-0.8498273,-0.124007106,0.7373926,-1.0914311,0.8930007,1.60505,-1.6779646,-0.15088049,-0.4354292,-1.4066687,1.1165345,-0.91298676,0.4778023,0.4163206,-1.9117286,1.8402869,1.1402903,-3.4201481,1.5731894,0.41366577,-0.13151479,-1.1771854,2.3444,-0.98659873,-1.5739421,-0.003397286,0.15388498,-1.1712871,-0.8813692,1.8243505,-1.1743683,0.87096334,-2.0124748,1.8105443,-1.0643065,-0.57972944,-1.3861068,-0.28289962,-0.1683276,1.2107438,-2.9571319,-0.6030947,0.19870085,-0.4096576,0.04605367,-1.4893417
Panc 02.03,-1.1374689,0.74682593,1.1014426,-0.59239703,-1.1699111,0.16397841,0.62383884,-0.63612694,0.89260244,-0.26997513,-1.7217357,-0.071539596,0.06590325,-0.17639953,0.90457857,0.2791867,-0.113129616,1.3660053,0.42904535,-1.3683847,0.49801922,-0.04587695,0.07013277,0.230562,-0.23306228,-0.25422776,1.0564139,-0.31590223,0.13857768,-0.14026228,-0.097381905,0.93998414,0.34294516,0.68022716,0.0005619824,-0.39884186,0.27669302,-0.45608234,-0.6116309,0.8975669,-0.73461777,0.113512374,0.15569884,-0.06669536,-1.0114553,1.4556108,0.081273,0.29965165,-0.30099642,0.054541133,-0.881377,-1.1163254,0.012447629,0.60995495,1.277211,-0.0009733029,0.24740197,0.043579,0.3872014,0.89253277,0.9327015,-0.20352635,0.67618483,-0.429801,0.120039076,0.04225783,-0.414407,0.10781655,0.92471486,-0.80084646,-0.10100811,0.8629428,1.2927959,0.98013854,-1.0064216,-0.24687625,-1.1493502,-1.0128372,1.2890363,0.10140872,0.6605278,-0.8570406,-0.7234061,-0.050745636,0.3396658,0.36866853,0.07709662,-0.8281073,0.22132775,0.1466415,-0.6700279,0.095992945,-0.11271544,-0.10587472,1.4325131,1.3575895,0.21310064,-0.909276,0.96563894,0.76050127,-0.40122247,1.780144,-0.21266414,0.24070722,0.29328993,0.60593396,0.5627762,-0.1911067,0.050549958,-0.2976574,-0.5697317,0.7251581,-0.6565826,-0.18627602,0.28942156,-0.30146408,1.3250562,0.98154384,0.022796042,-0.4519141,0.2097164,-0.8244525,0.015527526,-1.0046829,1.5311966,1.1297379,-0.264403,-0.31142437
D283 Med,-0.9493961,0.24537873,0.88072675,0.47104347,1.2962621,-0.57926595,-0.09163333,-0.17101958,0.1715399,0.19196506,-2.0045931,0.07065198,-0.6504314,0.009691287,0.38762936,0.24503139,0.33790067,0.6388156,-0.3158755,-1.2020447,0.4022826,1.5940677,-0.48796993,-1.9032078,-0.05408231,-0.111709975,0.5194273,0.2508978,0.36734346,-0.0846553,-0.11847192,0.5109363,-0.8292861,0.7128517,-0.59151334,0.28015536,-0.1233599,-0.2220697,-0.5627528,0.656963,-0.9149353,0.06766547,1.0192847,-0.4338168,-0.7381601,0.39015675,0.07860736,-0.53919214,-0.40742669,0.5893538,-0.9413276,-0.2708277,-0.0637449,1.0799494,0.93656325,-0.615605,0.080822974,-0.40810114,0.55123544,0.44548735,0.32253167,-0.23091596,0.5557788,-0.78812706,1.5629351,0.5689509,-0.23575968,0.69985324,0.7594465,-1.1178654,-1.0874425,0.5886199,1.6476079,0.59374446,0.77329785,-0.815663,-0.38056564,0.33516413,0.7891467,-0.47788662,0.26721516,-0.29627728,-0.423807,-0.101874664,-0.528764,-0.34424132,0.083906,-0.23344234,-0.5606274,-0.5478873,0.30382836,0.66349554,-0.4560468,-0.27753526,0.9313072,0.060283005,0.07627053,0.14545509,-0.4079256,0.698268,0.60456055,0.671585,-0.9121628,-0.26860827,-0.42563325,-0.952293,1.1961901,-0.30568114,-0.43088296,0.050749183,0.50577676,0.01274123,-0.79010606,-0.09944139,1.0781436,0.18439914,0.02465579,0.30904454,0.82371825,-0.14594604,0.13118595,0.10697414,0.3949831,-0.684727,0.90978897,-0.12147847,-1.4911149,-0.897155
HCC1937,-0.3824085,0.5170487,0.85497755,1.0255618,1.4811356,-0.12475771,-0.7416654,-0.09638161,1.0610514,0.27593678,0.86384803,0.0046435595,-0.9313371,-0.04893583,0.36054182,0.071409225,-0.23917317,1.0867696,-0.16943726,-1.214564,0.5803783,0.56977797,0.37266648,-0.6472517,-0.017345626,0.6720187,0.46217513,0.12353549,-0.03238053,-0.021485198,-0.0233626,0.49866703,-0.7310192,0.5914862,-0.74149126,-0.095437914,-0.3214067,-0.16370001,-0.53493243,0.5368347,-1.0295798,0.10214843,1.3800925,-0.46793166,-0.6602194,0.658461,0.07702979,-0.5364086,-0.39748693,0.57335865,-1.0976635,-0.03914386,-0.034717597,0.91864824,0.7516985,-0.6172734,-0.16778517,-0.38601375,0.31808633,0.27296877,-0.37105697,-0.40552896,0.5497544,-0.4974479,-0.35316655,0.40986177,-0.09296248,0.7275801,0.59714425,-1.3432982,-1.0576261,0.5668163,0.9450346,0.54778624,0.6678122,-0.6351018,-0.8467669,0.57149243,0.7960976,-0.48942643,-0.03361315,-0.5950829,-0.70309734,-0.7176461,-0.5392699,0.06479971,0.051905014,-0.21937284,-0.5332838,-0.48710883,0.35875335,0.70955473,-0.81126416,-0.20030217,1.074176,0.30411237,-0.07715769,0.1208492,-0.4867792,0.7970532,-1.1137192,0.67243946,-0.37682775,0.16990243,1.0851097,0.6724785,1.3698362,0.78239024,-0.46654534,0.10208377,-0.88007045,0.29391766,-0.98584336,-0.032201476,0.15698218,0.2338478,-0.22563472,0.31298506,0.8339983,-0.16585536,-0.3350872,-0.14212924,0.099962935,-0.72675204,0.44256508,-0.47903326,-0.7772509,-1.2477953
EFO-27,1.5768834,1.373384,1.4994386,0.86554325,-6.8366647,-4.51582,-3.230239,0.91237307,-0.99708885,-2.406495,-0.65041846,0.1787872,-6.532383,-2.405757,0.2674186,0.19862857,2.0755804,1.3678099,-0.98433244,-1.8366829,0.45219207,1.0360659,-0.98702925,-1.7359564,1.3682463,-2.1773167,6.042744,0.32921627,-0.33668724,-0.2147311,-3.3692687,1.4008418,3.947583,-2.5108228,-3.1018033,0.12835142,-3.6201603,3.5054917,-0.25610903,-0.43537092,4.7760487,-2.435108,0.7991517,-1.9510702,1.9828268,1.0782708,-2.7544227,4.053033,-1.0122215,-5.97418,-1.2849194,-2.0276845,6.8711014,-3.308689,-2.5855167,3.559397,3.9988415,2.5611324,0.29730958,-1.1062726,-0.6552058,-0.3189501,1.9401009,2.5001395,-1.9779583,-0.5712628,0.1870383,1.042234,3.2132401,-2.1733208,3.8129234,0.16607818,-1.0590239,1.2433767,-0.68824005,3.225649,1.1925731,-1.6367669,1.2630028,0.10323299,0.31313455,4.994365,-0.52065253,-0.006060809,-1.154968,-2.8887758,3.071283,2.7019522,-1.673308,0.9312556,-5.1983633,8.121916,0.56761336,-0.76384217,-1.0582743,-0.25658143,3.8625169,2.111265,-3.0461822,1.5326835,-10.060571,1.9736,-0.11163241,3.5117545,-1.8405149,0.56582934,-3.9053133,2.6958148,3.1313922,-2.3732297,0.1689763,3.331259,-0.7209162,-2.812679,-0.7736241,-1.2611798,-3.6748812,0.020283088,1.8215128,0.057398137,1.5776137,-1.9947215,-1.1312587,-1.3439564,-3.2786276,2.873536,1.3314137,-2.6702676
BICR 31,-1.1412839,0.2915332,0.82873756,0.226064,1.5369036,0.24263018,-0.47946954,0.09264667,0.8460567,-0.40582198,0.0795104,0.2526974,-1.0007176,0.13193876,0.43632358,0.20139553,0.27376723,0.7797265,0.34878793,-1.2037041,0.4657421,0.8409823,-0.942243,-1.7952323,0.032572217,0.11213945,0.27631935,0.24976738,0.31659785,-0.062354505,-0.23570676,0.5033891,-0.72344226,0.16727793,-1.2095138,0.07448466,-0.3941832,-0.27357522,-0.50406253,0.6946051,-0.94520754,0.16075209,1.2866039,-0.440008,-0.6034316,0.7691886,0.084614694,-0.44834286,-0.38586023,0.6069476,-0.985608,-0.3209204,-0.0750549,0.782897,1.296284,-0.615238,-0.14910324,-0.51720357,0.7758451,0.39495903,0.71158,-0.33746275,0.55043924,-0.31975862,0.9331119,0.5752311,-0.08199036,0.6154425,0.65521,-1.1757119,-0.96609414,0.5477902,0.5479479,0.42471695,-0.94406927,-0.65274507,-0.25811905,0.34983528,0.78069645,-0.47558984,0.09364565,-0.5163403,-0.8497107,0.43817037,-0.48420277,-0.14981794,0.09061879,-0.29230812,-0.8322806,-0.7237059,0.88875127,0.7372616,-0.92280495,-0.29974464,1.0755601,-0.33007848,0.032603003,-0.08590501,-0.42203254,0.57827866,-0.07147772,0.6685485,-0.18675905,-0.089786135,1.5755055,-0.20272335,1.0097246,0.66506183,-0.523668,0.081451,0.08855122,-0.1766051,-1.0023565,-0.12666745,0.45993274,0.47103077,0.25588953,0.31497297,0.8690399,-0.12668797,0.25056133,-0.10329904,-0.0026331097,-0.6955325,0.5778867,-0.77365386,-1.1338549,-0.6206289
